11.96819758	16.22072719	2.450580625	0.919399387	3.980160124
13.07043638	17.99368491	2.928210655	0.751498835	4.461008416
14.16324218	19.78957101	3.195885497	0.627871865	4.816904313
15.06851845	20.7512505	3.341651473	0.538619955	5.09013575
15.89998002	21.17853865	3.512189816	0.519637554	5.385436805
16.749178	21.50316919	3.678995652	0.836775509	5.652758719
17.68978591	22.31883551	3.973297213	1.326765523	6.014198185
18.84520766	23.34756823	4.131861541	1.707126785	6.286288602
20.48340838	24.61120685	4.235337486	1.947956312	6.515778976
22.47860562	26.4485259	4.3318331	1.872728154	6.673612599
24.54480451	29.52837299	4.38161223	1.666247891	6.923757304
26.73312401	36.58225576	4.333349608	1.530363617	7.076151795
28.90971025	41.75477245	4.257220163	1.492575431	7.121790304
31.05987488	43.55607498	4.252947275	1.483408965	7.120031611
32.88352041	44.33129275	4.314481576	1.395371577	7.088313098
34.02011	44.74776877	4.381982	1.257310832	7.009765821
34.3905332	45.19566151	4.429593658	1.119957788	6.913900743
34.12034906	45.93349332	4.364104026	1.019118681	6.790304194
33.35015402	46.53880652	4.25574499	0.973127051	6.620735985
32.18137582	47.13825512	3.851794077	0.945008495	6.354614138
30.6689464	47.55084606	2.861674473	0.923775681	5.96624357
28.94316703	47.80915153	2.623514646	0.909470907	5.500630962
27.10181966	47.86387919	2.622562047	0.903379079	5.082733209
25.17792678	47.57155547	2.889625494	0.917577093	4.733507872
23.24414182	46.93674633	3.74637698	0.955840759	4.438161836
21.33375523	46.27669065	4.275374463	1.022634479	4.094055083
19.61932175	45.44839224	4.376364386	1.116226232	3.649065966
18.27853243	44.11593442	4.296905242	1.227288977	3.138691023
17.1098248	42.19794144	4.056772429	1.331334376	2.634855839
16.12677325	39.67926528	3.643396754	1.413326506	2.178842689
15.12420052	37.19052297	3.090215921	1.473100704	1.825582796
14.07298672	34.62812189	2.608588567	1.398539326	1.569841209
12.9708818	31.40716524	2.318503176	1.35455744	1.379729733
11.98084211	26.33852948	2.24627347	1.338271275	1.259614768
11.07327919	20.402334	2.368834667	1.354812375	1.178379699
9.878680895	16.35269202	2.647409332	1.378213586	1.125806528
8.8986749	13.58472254	2.841185001	1.341543595	1.043268087
8.165545567	11.28652401	2.86823172	1.22883579	0.910853007
7.426200897	8.756001653	2.5546905	1.098239074	0.773205368
6.729306526	5.757539648	2.067656956	0.953946438	0.644669573
6.058652009	3.005309961	1.799753908	0.804501783	0.538189747
5.357431594	0.656137951	1.662804281	0.679533001	0.383985453
12.01882091	14.57225635	2.28943881	0.726789	3.913287209
13.27930052	16.51687632	2.746407118	0.54751622	4.421580285
14.5385301	18.68981502	3.092330478	0.469302589	4.78641001
15.41200624	20.40569018	3.268419028	0.524990433	5.081148474
16.20996294	21.09118782	3.429342232	0.866759333	5.387902181
17.12626596	21.42480308	3.637084324	1.83658181	5.62593056
18.26686069	22.09003634	3.872110734	3.02906635	5.990329102
19.86601931	23.17868548	4.020755415	4.228511091	6.26900422
22.04968476	24.5278295	4.130364071	4.686325561	6.500856887
24.55358668	26.60993393	4.27568571	4.722554951	6.648086239
27.19984675	30.19084163	4.450097657	4.126557885	6.884498806
30.00172924	37.32195113	4.422991921	3.038445275	7.056069303
32.98521984	42.06791863	4.402676422	1.962897389	7.146498316
35.77310844	43.76892743	4.419638022	1.45878449	7.198877675
37.88888251	44.53943736	4.443927452	1.312637687	7.214322193
39.00839816	44.87806369	4.455596261	1.392485497	7.171833276
39.28406937	45.53264154	4.474032072	1.485944543	7.095719631
39.00369492	46.29443382	4.296148075	1.405900298	6.962957106
38.32222743	47.02574233	4.137700431	1.280517259	6.80516592
37.299472	47.72571097	3.77289289	1.164564108	6.583774949
35.91024173	48.45508052	2.907466282	1.077221409	6.267143134
34.10525122	49.0395014	2.642899248	1.012792807	5.855401592
31.88217543	49.51165147	2.63334399	0.957582835	5.453619424
29.41690723	49.58990288	2.864942205	0.921954887	5.12197098
27.01480649	49.27444481	3.636850328	0.913714295	4.860528545
24.65306236	48.60758351	4.204174877	0.940392113	4.634853762
22.38811557	47.82971437	4.313655345	1.00438929	4.325003386
20.27800721	46.71985341	4.260984202	1.090193353	3.941465438
18.59706753	45.00212211	4.111162028	1.180024782	3.452671853
17.12987765	42.55516748	3.87217054	1.25736233	2.942918851
15.92620515	39.50648507	3.528735126	1.304801724	2.446189231
14.75516761	36.77228512	3.032106691	1.296839981	2.000110668
13.7362888	33.81348118	2.714775613	1.287214666	1.695431784
12.71518755	29.78579314	2.79487995	1.295660808	1.495602862
11.79019371	23.39806087	3.011089657	1.344589278	1.390156467
10.7797825	17.92020189	3.160007235	1.432324501	1.362533646
9.827927354	14.571747	3.209230678	1.420194144	1.291977848
